,Job title,Job link,city,Seniority level,Employment type,Job function,Industries
274,Machine Learning Intern,https://www.linkedin.com/jobs/view/machine-learning-intern-at-asml-3391872034?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=0mHwtW8i1RQR%2Fv8js8%2FyWQ%3D%3D&position=2&pageNum=11&trk=public_jobs_jserp-result_search-card,"San Jose, CA",Internship,Internship,Engineering and Information Technology,"Nanotechnology Research, Semiconductor Manufacturing, and Industrial Machinery Manufacturing"
275,Junior Data Scientist,https://www.linkedin.com/jobs/view/junior-data-scientist-at-noblis-3389923482?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=e5A3N5FZTVLmTPZZD14kog%3D%3D&position=3&pageNum=11&trk=public_jobs_jserp-result_search-card,"Reston, VA",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
276,2023 UberSTAR Internship Program - Data Science,https://www.linkedin.com/jobs/view/2023-uberstar-internship-program-data-science-at-uber-3379617900?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=Fj%2BXiXuRLgM5QTTGI2cqWA%3D%3D&position=4&pageNum=11&trk=public_jobs_jserp-result_search-card,"San Francisco, CA",Not Applicable,Full-time,Engineering and Information Technology,"IT Services and IT Consulting, Software Development, and Consumer Services"
277,Data Scientist I,https://www.linkedin.com/jobs/view/data-scientist-i-at-ust-3388880941?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=CHElY5XLLIAeC3a9RhoMcA%3D%3D&position=5&pageNum=11&trk=public_jobs_jserp-result_search-card,"Bellevue, WA",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
278,Data Analyst,https://www.linkedin.com/jobs/view/data-analyst-at-insight-global-3389948180?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=9cQHvPWetoY4uxZpMpzsoQ%3D%3D&position=6&pageNum=11&trk=public_jobs_jserp-result_search-card,"New Jersey, United States",Entry level,Contract,Analyst and Supply Chain,Staffing and Recruiting
279,"Data Scientist, Transportation Systems",https://www.linkedin.com/jobs/view/data-scientist-transportation-systems-at-via-3387654735?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=COsGzlL7s0mCs5Bm5f1xQw%3D%3D&position=7&pageNum=11&trk=public_jobs_jserp-result_search-card,"New York, NY",Entry level,Full-time,Engineering and Information Technology,Software Development
280,"Vice President, Data & Analytics",https://www.linkedin.com/jobs/view/vice-president-data-analytics-at-happier-living-3388596460?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=ZowlRrPfKFEO5XdSCJXiKw%3D%3D&position=8&pageNum=11&trk=public_jobs_jserp-result_search-card,United States,Executive,Full-time,"Strategy/Planning, Analyst, and Information Technology",Mental Health Care and Hospitals and Health Care
281,Research Data Scientist,https://www.linkedin.com/jobs/view/research-data-scientist-at-adeptid-3401575419?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=RjSIB7fPq%2F5SXWUf3l%2BNiQ%3D%3D&position=9&pageNum=11&trk=public_jobs_jserp-result_search-card,"Cambridge, MA",Entry level,Full-time,Engineering and Information Technology,Software Development
282,Junior Data Engineer,https://www.linkedin.com/jobs/view/junior-data-engineer-at-iland-cloud-3394063162?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=B8OVvZ8b6PII8%2B%2Bq5UUgHA%3D%3D&position=10&pageNum=11&trk=public_jobs_jserp-result_search-card,"Houston, TX",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
283,"AI/ML - Machine Learning Researcher, Information Intelligence",https://www.linkedin.com/jobs/view/ai-ml-machine-learning-researcher-information-intelligence-at-apple-3384440347?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=mYW%2FYkT%2FhVY3ibJACrPJkA%3D%3D&position=11&pageNum=11&trk=public_jobs_jserp-result_search-card,"New York, NY",Not Applicable,Full-time,Other,Computers and Electronics Manufacturing
284,Data Analyst,https://www.linkedin.com/jobs/view/data-analyst-at-procare-hr-3390288316?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=aqXyim4LoCB9noi70wGm0A%3D%3D&position=12&pageNum=11&trk=public_jobs_jserp-result_search-card,United States,Mid-Senior level,Full-time,Analyst and Strategy/Planning,Human Resources Services
285,Business Intelligence Analyst,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-book-of-the-month-3383786632?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=wak7kDH4iho6K8CzxCR5FA%3D%3D&position=13&pageNum=11&trk=public_jobs_jserp-result_search-card,"New York, NY",Mid-Senior level,Full-time,Finance,Online and Mail Order Retail
286,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-harnham-3390317897?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=8MgoJShizw%2FS8bGExjVhcA%3D%3D&position=14&pageNum=11&trk=public_jobs_jserp-result_search-card,"New York, NY",Associate,Full-time,"Analyst, Information Technology, and Supply Chain","Transportation, Logistics, Supply Chain and Storage and Truck Transportation"
287,Data Analyst,https://www.linkedin.com/jobs/view/data-analyst-at-the-select-group-3384308765?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=ucuWl8Mvv9hn1B55hm18Cg%3D%3D&position=15&pageNum=11&trk=public_jobs_jserp-result_search-card,"Atlanta, GA",Mid-Senior level,Contract,Information Technology,Motor Vehicle Manufacturing and Manufacturing
288,Python AI/ML Engineer,https://www.linkedin.com/jobs/view/python-ai-ml-engineer-at-diverse-lynx-3405524745?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=TRl3q8UJBmXa8FZMP8XWxg%3D%3D&position=16&pageNum=11&trk=public_jobs_jserp-result_search-card,"Boston, MA",Entry level,Contract,Engineering and Information Technology,Software Development
289,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-kintsugi-3393527906?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=UsRfP5%2FU6e%2FmHGtVy8gTSA%3D%3D&position=17&pageNum=11&trk=public_jobs_jserp-result_search-card,United States,NA,Full-time,NA,NA
290,"Intern, Data Science - Informatics and Predictive Sciences (Summer 2023)",https://www.linkedin.com/jobs/view/intern-data-science-informatics-and-predictive-sciences-summer-2023-at-bristol-myers-squibb-3386865285?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=D9RVBbZnW9kGvL8huITrzA%3D%3D&position=18&pageNum=11&trk=public_jobs_jserp-result_search-card,"Summit, NJ",Internship,Full-time,Engineering and Information Technology,Pharmaceutical Manufacturing
291,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-diverse-lynx-3405515122?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=wjepw%2FfO5HqzOrfDSZlnjw%3D%3D&position=19&pageNum=11&trk=public_jobs_jserp-result_search-card,"Sunnyvale, CA",Entry level,Contract,Engineering and Information Technology,Software Development
292,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-u-s-department-of-labor-3393224052?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=9x1VA3PguqkNSCqpTRFzNQ%3D%3D&position=20&pageNum=11&trk=public_jobs_jserp-result_search-card,"Washington, United States",Entry level,Full-time,Engineering and Information Technology,Government Administration
293,Data Analyst,https://www.linkedin.com/jobs/view/data-analyst-at-summit-line-construction-3399606091?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=4ntyks5NhrqsZ4mE%2BsvX1Q%3D%3D&position=21&pageNum=11&trk=public_jobs_jserp-result_search-card,"Tacoma, WA",Mid-Senior level,Full-time,Information Technology,Internet Publishing
294,"Data Scientist, NLP, Summer Intern (Hybrid/Remote/Office-based)",https://www.linkedin.com/jobs/view/data-scientist-nlp-summer-intern-hybrid-remote-office-based-at-ancestry-3393882861?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=N74LLNRLdWUumGZ5DP8x%2BQ%3D%3D&position=22&pageNum=11&trk=public_jobs_jserp-result_search-card,"Lehi, UT",Internship,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
295,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-diverse-lynx-3405529268?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=agujXhJxYHIYOWkWxPhHPw%3D%3D&position=23&pageNum=11&trk=public_jobs_jserp-result_search-card,"Redmond, WA",Entry level,Contract,Engineering and Information Technology,Software Development
296,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-u-s-department-of-labor-3393219830?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=JrsfqsCHUXThsJ1mhH9LZQ%3D%3D&position=24&pageNum=11&trk=public_jobs_jserp-result_search-card,"Washington, United States",Entry level,Full-time,Engineering and Information Technology,Government Administration
297,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-pfizer-3392164741?refId=BDWJxErXCBRse4UVDv7u%2FQ%3D%3D&trackingId=82tnMX44QFW32mgWyjQSDQ%3D%3D&position=25&pageNum=11&trk=public_jobs_jserp-result_search-card,"New York, NY",Entry level,Full-time,Engineering and Information Technology,Pharmaceutical Manufacturing
298,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-diverse-lynx-3405529268?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=tG9b1ZPGQm35TLFm%2BaspDg%3D%3D&position=1&pageNum=12&trk=public_jobs_jserp-result_search-card,"Redmond, WA",Entry level,Contract,Engineering and Information Technology,Software Development
299,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-u-s-department-of-labor-3393219830?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=7ADPml91vny39SafRakC2A%3D%3D&position=2&pageNum=12&trk=public_jobs_jserp-result_search-card,"Washington, United States",Entry level,Full-time,Engineering and Information Technology,Government Administration
300,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-pfizer-3392164741?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=0152wwJ%2B5UFF3iZsPi0CBg%3D%3D&position=3&pageNum=12&trk=public_jobs_jserp-result_search-card,"New York, NY",Entry level,Full-time,Engineering and Information Technology,Pharmaceutical Manufacturing
301,Research Intern,https://www.linkedin.com/jobs/view/research-intern-at-truveta-3385046004?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=QGyt5P7HLnxyymRW%2Fa2A%2FQ%3D%3D&position=4&pageNum=12&trk=public_jobs_jserp-result_search-card,"Seattle, WA",Mid-Senior level,Internship,"Research, Analyst, and Information Technology","IT Services and IT Consulting, Software Development, and Technology, Information and Internet"
302,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-eimagine-3383146195?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=e7PEcIMMaEJZiG0U3QeHHw%3D%3D&position=5&pageNum=12&trk=public_jobs_jserp-result_search-card,"Indianapolis, IN",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
303,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-the-lab-consulting-3393660409?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=rnm7XURqSnMmbBtV4G%2Bsgw%3D%3D&position=6&pageNum=12&trk=public_jobs_jserp-result_search-card,"Houston, TX",Associate,Full-time,Consulting and Information Technology,IT Services and IT Consulting and Business Consulting and Services
304,Internship: Quantum Machine Learning,https://www.linkedin.com/jobs/view/internship-quantum-machine-learning-at-mitsubishi-electric-research-laboratories-3383185738?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=s%2FvjJH9gGYfByWrWmDPqnQ%3D%3D&position=7&pageNum=12&trk=public_jobs_jserp-result_search-card,"Cambridge, MA",Not Applicable,Internship,Research,"Technology, Information and Internet"
305,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-diverse-lynx-3405512783?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=dsaUSXa5HAt4Gf7agGarDg%3D%3D&position=8&pageNum=12&trk=public_jobs_jserp-result_search-card,"San Francisco, CA",Entry level,Contract,Engineering and Information Technology,Software Development
306,ML Engineer Internship - AI Art Tooling Residency,https://www.linkedin.com/jobs/view/ml-engineer-internship-ai-art-tooling-residency-at-hugging-face-3392482209?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=0hqIORBKdv2aOMdRQ3uDzA%3D%3D&position=9&pageNum=12&trk=public_jobs_jserp-result_search-card,United States,Internship,Internship,Engineering and Information Technology,Software Development
307,Senior Machine Learning Engineer,https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-at-owl-co-3390255363?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=t%2BXZv0wlR%2Fj1BLoKj0dCCQ%3D%3D&position=10&pageNum=12&trk=public_jobs_jserp-result_search-card,"New York, United States",Not Applicable,Full-time,Engineering,"Technology, Information and Internet"
308,"Manager, Data Analyst ESG & Sustainability",https://www.linkedin.com/jobs/view/manager-data-analyst-esg-sustainability-at-american-express-3386278155?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=EXiZ4yMkNuMeym8qbx%2BZzQ%3D%3D&position=11&pageNum=12&trk=public_jobs_jserp-result_search-card,"New York, United States",Mid-Senior level,Full-time,"Engineering, Information Technology, and Other","IT Services and IT Consulting, Software Development, and Financial Services"
309,Grad Intern - Deep Learning (Remote),https://www.linkedin.com/jobs/view/grad-intern-deep-learning-remote-at-biospace-3392904998?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=wZa01OKkz30Yo3jc0zXzgQ%3D%3D&position=12&pageNum=12&trk=public_jobs_jserp-result_search-card,"Los Angeles, CA",Internship,Full-time,Engineering and Information Technology,Online Audio and Video Media
310,Machine Learning Engineer Intern,https://www.linkedin.com/jobs/view/machine-learning-engineer-intern-at-bosch-3382387396?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=hMssxic3u1AowdASTMXXag%3D%3D&position=13&pageNum=12&trk=public_jobs_jserp-result_search-card,"Sunnyvale, CA",Internship,Internship,Engineering,Research
311,"Data Analyst, Northwell Ventures",https://www.linkedin.com/jobs/view/data-analyst-northwell-ventures-at-northwell-health-3400908791?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=OZeW3fDpgGdiyYsXXlxJzQ%3D%3D&position=14&pageNum=12&trk=public_jobs_jserp-result_search-card,"New York, NY",Entry level,Full-time,Information Technology,Hospitals and Health Care
312,Machine Learning Solutions Engineer,https://www.linkedin.com/jobs/view/machine-learning-solutions-engineer-at-roboflow-3391015029?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=Fd7xoqqE8t08ebQfleA0UQ%3D%3D&position=15&pageNum=12&trk=public_jobs_jserp-result_search-card,"New York, NY",Entry level,Full-time,Engineering and Information Technology,Software Development
313,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-raven-industries-3386286197?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=VT5g4Jk6HrBf4xDOBIi%2Bjg%3D%3D&position=16&pageNum=12&trk=public_jobs_jserp-result_search-card,"Scottsdale, AZ",Entry level,Full-time,Engineering and Information Technology,Farming
314,"Discovery Data Scientist, Summer Intern (Hybrid/Remote/Office-based)",https://www.linkedin.com/jobs/view/discovery-data-scientist-summer-intern-hybrid-remote-office-based-at-ancestry-3393884514?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=pbL1hCwC0FTPvU5W6Zn1GQ%3D%3D&position=17&pageNum=12&trk=public_jobs_jserp-result_search-card,"Lehi, UT",Internship,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
315,"Data Scientist, Credit Risk",https://www.linkedin.com/jobs/view/data-scientist-credit-risk-at-paymentgenes-3393532577?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=924TG%2FGFa1z%2Fjwm5rBcj4w%3D%3D&position=18&pageNum=12&trk=public_jobs_jserp-result_search-card,United States,Mid-Senior level,Full-time,"Analyst, Information Technology, and Strategy/Planning",IT Services and IT Consulting and Financial Services
316,Data Visualization Analyst,https://www.linkedin.com/jobs/view/data-visualization-analyst-at-firstpro-inc-3396158841?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=wxHOiXErJxXQxzDqpj2tgA%3D%3D&position=19&pageNum=12&trk=public_jobs_jserp-result_search-card,Greater Boston,Mid-Senior level,Full-time,Information Technology,Higher Education
317,Data Analyst,https://www.linkedin.com/jobs/view/data-analyst-at-kipp-texas-public-schools-3389543501?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=wd%2FNRU%2Bol%2FQM9XJAOetzXw%3D%3D&position=20&pageNum=12&trk=public_jobs_jserp-result_search-card,"San Antonio, TX",Not Applicable,Full-time,Information Technology,Primary and Secondary Education
318,Machine Learning Engineer (Python/AWS) - 100% Remote,https://www.linkedin.com/jobs/view/machine-learning-engineer-python-aws-100%25-remote-at-optomi-3386998739?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=%2B85k%2FvWE%2FrgGzTJJX3Bt9g%3D%3D&position=21&pageNum=12&trk=public_jobs_jserp-result_search-card,United States,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
319,Machine Learning Researcher,https://www.linkedin.com/jobs/view/machine-learning-researcher-at-maven-3393439684?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=7mmuEtLGWWT2qhX2upbnNQ%3D%3D&position=22&pageNum=12&trk=public_jobs_jserp-result_search-card,Greater Chicago Area,Not Applicable,Full-time,"Engineering, Information Technology, and Research","IT Services and IT Consulting, Software Development, and Technology, Information and Internet"
320,Junior Python Software Engineer,https://www.linkedin.com/jobs/view/junior-python-software-engineer-at-ascend-analytics-3393814296?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=041Jz%2BcwVzJI%2BWxqplUWtQ%3D%3D&position=23&pageNum=12&trk=public_jobs_jserp-result_search-card,"Boulder, CO",Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
321,Data Science & Statistics Internship,https://www.linkedin.com/jobs/view/data-science-statistics-internship-at-bayer-3388870324?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=r5mDGCeFHRy7yD5a%2Bd57xQ%3D%3D&position=24&pageNum=12&trk=public_jobs_jserp-result_search-card,"Berkeley, CA",Internship,Full-time,Engineering and Information Technology,"Chemical Manufacturing, Biotechnology Research, and Pharmaceutical Manufacturing"
322,Data Scientist / Analytics Engineer,https://www.linkedin.com/jobs/view/data-scientist-analytics-engineer-at-alston-bird-3393803285?refId=DvRWBB%2FQoE6qzS2iDdtuSA%3D%3D&trackingId=ng79vIGaHVW4kkaKxSbL3w%3D%3D&position=25&pageNum=12&trk=public_jobs_jserp-result_search-card,"East Palo Alto, CA",Entry level,Full-time,Engineering and Information Technology,Law Practice
323,Data Analyst,https://www.linkedin.com/jobs/view/data-analyst-at-calculated-hire-3387419327?refId=OJ9x6T%2BlZWjM0dIFooro5w%3D%3D&trackingId=NtfUDxA%2B0Jn8kIQJOM3RbQ%3D%3D&position=1&pageNum=13&trk=public_jobs_jserp-result_search-card,"Charlotte, NC",Mid-Senior level,Contract,"Analyst, Information Technology, and Strategy/Planning",Telecommunications
324,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-harnham-3391841768?refId=OJ9x6T%2BlZWjM0dIFooro5w%3D%3D&trackingId=ag0%2F6rHUT4eNRfSOCqwjZA%3D%3D&position=2&pageNum=13&trk=public_jobs_jserp-result_search-card,"New York, NY",Entry level,Full-time,Supply Chain,"Transportation, Logistics, Supply Chain and Storage"
325,AI/ML Engineer,https://www.linkedin.com/jobs/view/ai-ml-engineer-at-cisco-3390265564?refId=OJ9x6T%2BlZWjM0dIFooro5w%3D%3D&trackingId=JjlrQcXDE%2Fpokbaxn9BP0g%3D%3D&position=3&pageNum=13&trk=public_jobs_jserp-result_search-card,"San Jose, CA",NA,NA,NA,NA
